node9,node64,11.07
node9,node68,10.11
node9,node69,9.09
node10,node1,10.11
node10,node2,12.03
node10,node9,3.01
node10,node12,8.07
node10,node13,9.65
node10,node14,15.11
node10,node16,12.1
node10,node17,17.31
node10,node19,13.56
node10,node20,18.22
node10,node22,2.06
node10,node25,10
node10,node26,11.07
node10,node27,6.65
node10,node28,9.11
node10,node33,16.56
node10,node34,23.22
node10,node35,11.03
node10,node36,5.11
node10,node38,10.08
node10,node39,12
node10,node41,11.31
node10,node44,14.05
node10,node45,7.16
node10,node46,8
node10,node47,13.28
node10,node48,9.61
node10,node51,9.08
node10,node52,7.23
node10,node53,8
node10,node56,16.1
node10,node59,15.27
node10,node62,15.57
node10,node63,7.03
node10,node64,5.11
node10,node65,12.03
node10,node69,10.31
node11,node0,9.06
node11,node4,6.06
node11,node6,8.11
node11,node9,4.06
node11,node10,8.44
node11,node12,7
node11,node14,11.23
node11,node17,15.54
node11,node18,15.23
node11,node19,16
node11,node21,3.03
node11,node22,10.04
node11,node23,11.06
node11,node24,7.44
node11,node26,7
node11,node32,12.23
node11,node35,5.06
node11,node38,5.89
node11,node39,9.06
node11,node40,5
node11,node41,12.11
node11,node43,6.17
node11,node45,13.77
node11,node48,11.22
node11,node49,9.17
node11,node50,8.26
node11,node51,14.34
node11,node52,15.66
node11,node53,13.17
node11,node54,15
node11,node55,10.32
node11,node63,3.06
node11,node64,8.09
node11,node65,6.11
node11,node66,12.89
node12,node0,7.23
node12,node1,11.16
node12,node3,8.3
node12,node4,11.07
node12,node5,11.17
node12,node6,4
node12,node8,6.08
node12,node11,9.03
node12,node13,11
node12,node14,11.93
node12,node18,13.27
node12,node23,7.41
node12,node25,11.03
node12,node28,16.93
node12,node30,13.31
node12,node34,10
node12,node39,7.07
node12,node40,7.17
node12,node41,6
node12,node44,8.66
node12,node46,5.14
node12,node47,13.34
node12,node48,13
node12,node49,13.7
node12,node50,11.48
node12,node59,9.06
node12,node60,8.24
node12,node61,16.59
node12,node62,15
node12,node63,9.23
node12,node65,4.83
node12,node66,4.3
node12,node68,6.17
node13,node1,12.1
node13,node2,4.9
node13,node3,8.36
node13,node7,11.02
node13,node8,2.05
node13,node9,6.45
node13,node10,7.18
node13,node11,2.05
node13,node12,2.18
node13,node14,13.14
node13,node18,10.41
node13,node19,14.46
node13,node22,2.05
node13,node25,9.05
node13,node26,6.18
node13,node27,7.07
node13,node29,15.4
node13,node33,14.46
node13,node35,11.03
node13,node38,5.36
node13,node40,6.36
node13,node41,6.14
node13,node46,6.2
node13,node48,8.28
node13,node52,15.07
node13,node55,7.43
node13,node58,15.15
node13,node59,15.25
node13,node61,9.27
node13,node63,11.03
node13,node65,4.9
node14,node4,26.11
node14,node5,26.74
node14,node7,21.57
node14,node9,10.39
node14,node11,16.05
node14,node13,16.19
node14,node15,76
node14,node16,83.1
node14,node19,83.95
node14,node25,12.05
node14,node26,16.37
node14,node29,81
node14,node30,85.1
node14,node31,84.34
node14,node33,78.95
node14,node34,79.51
node14,node36,22
node14,node37,20.77
node14,node41,23.38
node14,node45,44.17
node14,node48,39.76
node14,node50,56
node14,node52,59.75
node14,node53,62.32
node14,node54,62.21
node14,node57,72
node14,node59,78.54
node14,node60,64.38
node14,node63,33.14
node14,node65,24.77
node14,node67,25.11
node15,node0,24.55
node15,node2,23
node15,node4,26.25
node15,node6,25.77
node15,node7,10.77
node15,node8,17.13
node15,node9,12
node15,node12,15.37
node15,node14,83.19
node15,node17,94.46
node15,node18,79.01
node15,node19,78.95
node15,node21,14.77
node15,node22,15.13
node15,node23,15
node15,node29,83.01
node15,node31,85.46
node15,node33,79.95
node15,node37,27
node15,node40,19.74
node15,node42,47.1
node15,node43,43.5
node15,node45,44.23
node15,node46,45.5
node15,node48,44.55
node15,node52,70.34
node15,node56,73.42
node15,node57,66.88
node15,node58,65
node15,node59,75.9
node15,node63,25.55
node15,node65,24
node15,node68,23.74
node15,node69,21.77
node16,node1,23.67
node16,node5,24.08
node16,node13,10.37
node16,node14,81.85
node16,node15,84.66
node16,node23,16.5
node16,node24,18
node16,node26,18.54
node16,node27,17.37
node16,node28,88.85
node16,node29,83.66
node16,node30,79.03
node16,node31,79
node16,node32,81.82
node16,node33,82.32
node16,node35,28.96
node16,node36,22.67
node16,node41,22.74
node16,node42,44.92
node16,node43,39.33
node16,node44,42.02
node16,node45,37
node16,node47,48.16
node16,node52,56
node16,node56,75.87
node16,node58,74.53
node16,node59,69
node16,node60,71.22
node16,node63,25.96
node16,node67,25.21
node16,node68,29.08
node17,node0,26.25
node17,node4,28
node17,node5,29.28
node17,node7,16.13
node17,node13,23.91
node17,node15,79.1
node17,node16,77.01
node17,node18,77
node17,node19,81.11
node17,node20,120.3
node17,node24,17.39
node17,node25,14
node17,node26,12.64
node17,node28,82.01
node17,node29,78.1
node17,node32,81
node17,node34,123.3
node17,node35,26.25
node17,node37,20.25
node17,node38,27.77
node17,node41,36.83
node17,node43,43.05
node17,node44,44.5
node17,node45,39.55
node17,node47,42.56
node17,node48,68.65
node17,node49,55.76
node17,node50,58.08
node17,node52,63.32
node17,node54,63.83
node17,node56,73.88
node17,node58,67.88
node17,node59,69.71
node17,node62,110.39
node17,node65,23.25
node17,node67,21
node17,node68,26.28
node18,node0,19.52
node18,node3,27.97
node18,node4,26.52
node18,node8,14.39
node18,node9,13.51
node18,node15,78.1
node18,node17,110.9
node18,node19,80
node18,node20,84.1
node18,node22,15.39
node18,node23,10.51
node18,node24,13.99
node18,node27,10.51
node18,node28,79.09
node18,node33,82
node18,node35,20.52
node18,node37,25.03
node18,node38,31.97
node18,node39,21.52
node18,node40,23
node18,node41,23.03
node18,node42,43.04
node18,node43,43.55
node18,node45,58.95
node18,node47,41
node18,node48,43.05
node18,node51,63.08
node18,node54,60
node18,node56,74.83
node18,node57,66.71
node18,node59,91.91
node18,node60,73.83
node18,node61,71
node18,node63,21.52
node18,node67,21.52
node18,node68,28
node19,node2,27.43
node19,node3,23.76
node19,node6,22
node19,node8,19.6
node19,node11,16.58
node19,node12,20.29
node19,node14,87.29
node19,node15,83.82
node19,node16,99.71
node19,node18,83.61
node19,node21,12.16
node19,node22,15.6
node19,node23,20.21
node19,node26,16.29
node19,node31,96.05
node19,node34,75
node19,node35,28.32
node19,node42,50.64
node19,node45,53.52
node19,node49,63.97
node19,node50,60.62
node19,node51,73.28
node19,node52,67.29
node19,node54,64.72
node19,node60,68.03
node19,node63,27.32
node19,node67,29.15
node20,node1,29.82
node20,node2,28.53
node20,node3,32.1
node20,node6,22.87
node20,node7,15.28
node20,node8,14.91
node20,node12,21.41
node20,node15,86.27
node20,node16,92.11
node20,node17,91.42
node20,node18,82.11
node20,node19,99.3
node20,node22,18.91
node20,node23,14.76
node20,node24,20.05
node20,node25,15.64
node20,node26,13.41
node20,node27,19.94
node20,node28,75.23
node20,node30,87.11
node20,node31,95.42
node20,node32,86.11
node20,node33,94.3
node20,node34,84.49
node20,node35,21.56
node20,node36,21.82
node20,node40,27.82
node20,node42,44.12
node20,node43,43.64
node20,node44,52.06
node20,node46,46.56
node20,node47,46.65
node20,node48,47.74
node20,node49,62.67
node20,node50,63.45
node20,node51,67.58
node20,node52,68.31
node20,node53,61.83
node20,node54,72.47
node20,node62,76.55
node20,node63,28.56
node20,node64,24.82
node20,node65,24.53
node20,node66,23.1
node21,node0,22.63
node21,node1,19
node21,node4,14.03
node21,node6,18.33
node21,node7,17.81
node21,node9,9.39
node21,node10,7.88
node21,node11,11.01
node21,node13,14.16
node21,node15,44
node21,node16,51.16
node21,node18,50.12
node21,node20,47.32
node21,node23,13.39
node21,node24,14.88
node21,node26,10.29
node21,node28,71.52
node21,node33,47.32
node21,node36,15
node21,node37,18.79
node21,node39,16.03
node21,node41,12.33
node21,node43,22
node21,node46,25.06
node21,node47,22.16
node21,node48,30.66
node21,node49,52.89
node21,node50,32
node21,node53,31.09
node21,node54,39.74
node21,node60,40.1
node21,node62,42.15
node21,node63,20.63
node21,node64,18
node21,node67,16.03
node21,node68,16.58
node22,node0,13.11
node22,node2,19
node22,node3,14.68
node22,node4,20.23
node22,node11,13.11
node22,node12,12.18
node22,node13,9.18
node22,node14,48.44
node22,node15,42.76
node22,node16,44
node22,node18,44.92
node22,node19,51.44
node22,node20,44.48
node22,node21,6.55
node22,node24,15.84
node22,node25,15.11
node22,node26,12.18
node22,node28,46.44
node22,node29,48.76
node22,node30,48
node22,node31,53.72
node22,node32,44.92
node22,node38,15.68
node22,node39,19.23
node22,node44,30
node22,node46,28.46
node22,node52,44.04
node22,node53,40.69
node22,node54,36.08
node22,node56,46.88
node22,node61,45.26
node22,node64,20.19
node22,node67,11.23
node22,node69,12.37
node23,node1,14.39
node23,node2,18.64
node23,node4,16.63
node23,node5,20.51
node23,node6,18.46
node23,node8,7.19
node23,node9,7.32
node23,node11,11.31
node23,node13,15.23
node23,node15,48.56
node23,node17,43
node23,node18,45.52
node23,node20,45.84
node23,node22,12.19
node23,node24,6
node23,node26,9.25
node23,node29,49.56
node23,node30,52.56
node23,node34,45.84
node23,node35,13.61
node23,node36,14.39
node23,node38,15
node23,node39,19.63
node23,node42,23.22
node23,node43,24.78
node23,node44,27.28
node23,node49,36.83
node23,node51,32.92
node23,node52,31
node23,node53,39.89
node23,node58,42.24
node23,node59,37
node23,node60,45.2
node23,node63,18.61
node23,node65,15.64
node23,node67,15.63
node24,node2,19.16
node24,node3,15.93
node24,node4,19
node24,node6,12.54
node24,node7,14.58
node24,node8,14.26
node24,node9,12.08
node24,node10,11.46
node24,node12,7.65
node24,node15,50.12
node24,node17,45.72
node24,node20,54.16
node24,node23,15.08
node24,node25,10
node24,node27,15.77
node24,node29,48.12
node24,node30,45.64
node24,node31,50.72
node24,node33,50.2
node24,node34,53.16
node24,node35,22.17
node24,node36,12.53
node24,node38,15.93
node24,node40,19.3
node24,node41,12.54
node24,node47,31.6
node24,node48,26.08
node24,node49,47.51
node24,node50,33.59
node24,node55,42.62
node24,node57,39.85
node24,node59,41.25
node24,node61,41.55
node24,node62,41.39
node24,node64,12.53
node24,node67,13
node25,node4,20.29
node25,node5,16
node25,node7,14.14
node25,node8,7.21
node25,node9,13.29
node25,node10,9.21
node25,node11,6.14
node25,node12,12
node25,node14,47.16
node25,node16,49.28
node25,node21,7.14
node25,node26,9
node25,node27,10.29
node25,node28,43.16
node25,node29,46.72
node25,node34,47.28
node25,node35,19.29
node25,node39,12.29
node25,node40,20
node25,node42,29.58
node25,node44,22.14
node25,node45,37.86
node25,node46,23.58
node25,node47,26
node25,node52,46.29
node25,node53,40.87
node25,node55,38.71
node25,node57,40.5
node25,node58,44
node25,node60,41.02
node25,node61,43
node25,node62,38
node25,node65,17.57
node25,node67,19.29
node25,node69,18.57
node26,node2,15.14
node26,node4,19.46
node26,node7,11.27
node26,node9,15.07
node26,node14,54.12
node26,node15,51.04
node26,node16,56.56
node26,node17,53.16
node26,node20,42
node26,node22,15.38
node26,node23,7.07
node26,node24,7.9
node26,node27,10
node26,node30,53.56
node26,node32,46.84
node26,node33,47.56
node26,node34,47
node26,node37,14.14
node26,node39,19.46
node26,node41,17
node26,node42,35.06
node26,node43,25.52
node26,node44,33.28
node26,node45,27.58
node26,node46,24.92
node26,node48,21
node26,node50,42.28
node26,node53,38.38
node26,node54,39.42
node26,node61,45.99
node26,node62,44
node26,node65,20.14
node26,node66,15.79
node26,node68,20.14
node27,node0,17.43
node27,node1,11.77
node27,node3,18.28
node27,node4,11.77
node27,node5,22.38
node27,node7,14.21
node27,node8,10.38
node27,node9,6.9
node27,node11,12.38
node27,node12,16.19
node27,node13,10.79
node27,node14,46.72
node27,node17,50.12
node27,node18,51.08
node27,node20,56.28
node27,node21,14.21
node27,node23,10.9
node27,node25,13.38
node27,node26,9.19
node27,node28,46.72
node27,node29,46.08
node27,node30,48.2
node27,node32,50.08
node27,node33,55.52
node27,node36,13.77
node27,node39,18.77
node27,node42,24.86
node27,node44,25.6
node27,node47,25.76
node27,node49,41.29
node27,node52,44.84
node27,node53,35.31
node27,node54,41.14
node27,node55,36.71
node27,node56,41.5
node27,node57,47.7
node27,node58,42.3
node27,node59,51.98
node27,node60,44.7
node27,node61,52.33
node27,node62,42.5
node27,node63,20.43
node27,node64,15.77
node27,node66,21.28
node27,node69,19.57
node28,node2,23.04
node28,node3,17.11
node28,node4,15.06
node28,node6,22.5
node28,node7,13.16
node28,node8,14
node28,node9,17.52
node28,node17,67.46
node28,node19,65.02
node28,node21,21.16
node28,node24,17.06
node28,node27,17.25
node28,node29,66
node28,node33,69.02
node28,node34,64.02
node28,node35,27.32
node28,node37,22.04
node28,node39,17.06
node28,node41,22.5
node28,node42,45.63
node28,node45,35.23
node28,node46,31.11
node28,node47,38.51
node28,node49,70.95
node28,node50,45
node28,node51,49.11
node28,node53,49.17
node28,node54,47.27
node28,node55,49.51
node28,node57,57
node28,node60,50.2
node28,node64,18
node28,node65,23.04
node28,node69,23.5
node29,node0,17.8
node29,node1,22
node29,node2,17
node29,node7,11.4
node29,node10,13.31
node29,node11,8.1
node29,node12,17.19
node29,node14,72.2
node29,node15,61
node29,node17,73.47
node29,node18,57.78
node29,node19,60.51
node29,node22,17
node29,node23,16
node29,node24,17.31
node29,node31,76.47
node29,node33,67.51
node29,node36,18
node29,node38,24.62
node29,node39,15.2
node29,node40,17.38
node29,node42,41.6
node29,node45,35.24
node29,node46,37.39
node29,node47,31.76
node29,node48,37.2
node29,node50,45
node29,node51,46
node29,node53,44.59
node29,node54,44.13
node29,node55,49.81
node29,node56,62.8
node29,node59,62.16
node29,node60,56.69
node29,node63,18.8
node29,node66,23.62
node29,node68,18.38
node29,node69,18.6
node30,node0,18.41
node30,node1,20.6
node30,node6,15.8
node30,node9,14.4
node30,node12,13.4
node30,node15,67.41
node30,node16,66.19
node30,node19,68.19
node30,node20,60.19
node30,node21,10.2
node30,node24,17
node30,node26,17.4
node30,node27,15.4
node30,node29,62.41
node30,node32,67.14
node30,node36,18.6
node30,node37,20.8
node30,node40,17.8
node30,node41,16.8
node30,node44,38.6
node30,node45,30
node30,node47,32.6
node30,node53,48.11
node30,node57,60.11
node30,node58,57.79
node30,node59,55
node30,node62,58.79
node30,node63,18.41
node30,node64,20.6
node30,node65,22.8
node30,node66,16
node30,node67,23.04
node30,node68,24.8
node30,node69,19.8
node31,node0,26.41
node31,node1,19.85
node31,node3,16.11
node31,node4,19
node31,node5,21.83
node31,node7,12.21
node31,node9,9.16
node31,node10,16.55
node31,node12,9.92
node31,node14,90.66
node31,node17,66.42
node31,node23,15.16
node31,node24,14.55
node31,node26,9.92
node31,node29,67.42
node31,node33,68.34
node31,node35,30.41
node31,node36,20.85
node31,node39,19
node31,node43,38.71
node31,node47,41.67
node31,node52,49.32
node31,node53,51
node31,node55,48.19
node31,node56,79.45
node31,node57,56.99
node31,node59,54.87
node31,node61,65.42
node31,node64,23.85
node31,node65,15.32
node31,node68,19.83
node32,node0,22.41
node32,node2,20.8
node32,node4,18.41
node32,node7,11.2
node32,node9,14.4
node32,node10,19.1
node32,node12,11
node32,node15,68.41
node32,node16,61.19
node32,node17,87.81
node32,node21,14.2
node32,node22,17.3
node32,node26,9
node32,node29,59.41
node32,node31,82.81
node32,node34,65.19
node32,node35,24.41
node32,node36,18.6
node32,node37,18.8
node32,node40,15
node32,node41,21.8
node32,node45,41.4
node32,node46,34.81
node32,node47,38
node32,node48,32.6
node32,node50,48.81
node32,node51,50.39
node32,node52,67.61
node32,node53,46.22
node32,node54,48
node32,node55,49.39
node32,node56,56.42
node32,node57,58.11
node32,node59,77.71
node32,node61,53
node32,node62,54.79
node32,node63,21.41
node32,node64,18.6
node32,node66,30.2
node32,node67,15.41
node33,node1,20.83
node33,node3,19.09
node33,node5,18.37
node33,node6,21
node33,node10,13.04
node33,node11,13.31
node33,node12,15.69
node33,node15,62.3
node33,node16,85.35
node33,node17,67.34
node33,node18,68.46
node33,node19,65.49
node33,node20,64
node33,node21,12.86
node33,node23,15.92
node33,node25,10.31
node33,node26,15.69
node33,node30,84.35
node33,node31,71.34
node33,node32,62.46
node33,node35,16.72
node33,node36,21.83
node33,node37,21.84
node33,node40,23.37
node33,node43,32.65
node33,node47,36.74
node33,node49,51.17
node33,node51,60.51
node33,node52,54.26
node33,node54,49.12
node33,node55,44
node33,node56,64.03
node33,node57,53.89
node33,node58,77.43
node33,node60,56.16
node33,node62,50
node33,node65,29.84
node33,node66,20.09
node33,node67,15.62
node34,node2,19.37
node34,node3,24.53
node34,node4,22.18
node34,node5,19.39
node34,node7,12.3
node34,node8,9.67
node34,node14,62.41
node34,node15,64.38
node34,node19,78.55
node34,node20,67.38
node34,node23,12.18
node34,node24,15.76
node34,node30,72.46
node34,node31,78.11
node34,node33,78.55
node34,node36,17.34
node34,node38,24.53
node34,node39,22.18
node34,node41,21.6
node34,node43,33.69
node34,node45,37.06
node34,node48,41.19
node34,node49,50.81
node34,node50,49.03
node34,node52,59.58
node34,node54,61.16
node34,node55,50.79
node34,node58,65.28
node34,node65,26.37
node34,node66,25.53
node34,node67,18.18
node34,node68,24.39
node34,node69,24.6
node35,node0,15.39
node35,node4,12.04
node35,node5,8.4
node35,node6,9.26
node35,node7,7.2
node35,node10,10.48
node35,node12,11.2
node35,node13,7.13
node35,node14,39.58
node35,node15,33
node35,node18,28.14
node35,node20,29.03
node35,node22,4
node35,node25,13.02
node35,node26,7.2
node35,node27,5.13
node35,node30,30.94
node35,node31,28.84
node35,node32,27.14
node35,node39,8.04
node35,node40,9.4
node35,node42,22.79
node35,node44,19.97
node35,node48,20.52
node35,node50,26
node35,node51,27.46
node35,node53,26.11
node35,node55,27.77
node35,node56,34.38
node35,node58,30.7
node35,node59,33.36
node35,node61,24.41
node35,node64,10
node35,node66,13.96
node35,node67,13.04
node35,node68,12.4
node36,node0,10.18
node36,node1,7
node36,node2,12
node36,node3,11.94
node36,node5,10.14
node36,node6,15.23
node36,node8,10
node36,node9,12
node36,node14,36.7
node36,node17,35.77
node36,node19,25.58
node36,node20,27.94
node36,node21,9.59
node36,node22,8
node36,node23,9
node36,node24,5.47
node36,node25,7.03
node36,node26,13.07
node36,node28,35.7
node36,node33,32.58
node36,node34,30.94
node36,node37,7
node36,node40,11.14
node36,node45,17.88
node36,node47,20.29
node36,node52,22.83
node36,node55,28.7
node36,node56,32.12
node36,node57,23
node36,node59,32.3
node36,node61,26.5
node36,node65,9
node36,node67,16.07
node36,node68,14.14
node37,node0,13.26
node37,node1,8.26
node37,node3,16
node37,node4,16.37
node37,node5,13.34
node37,node9,7.17
node37,node10,7
node37,node15,26.03
node37,node16,30.37
node37,node17,32
node37,node18,30.46
node37,node20,35.2
node37,node22,7.13
node37,node23,10.17
node37,node24,4
node37,node25,8.18
node37,node27,5.15
node37,node28,32.03
node37,node29,28.03
node37,node32,27.46
node37,node33,26.34
node37,node35,16.26
node37,node38,8
node37,node40,11.34
node37,node41,9.3
node37,node42,21.52
node37,node44,14.68
node37,node45,19
node37,node47,14.67
node37,node48,20.6
node37,node53,27.1
node37,node55,22.9
node37,node58,30.2
node37,node61,24.18
node37,node62,32.05
node37,node63,15.26
node37,node64,9.26
node37,node66,9
node37,node68,15.34
node37,node69,13.3
node38,node2,16.16
node38,node3,7.26
node38,node6,13.53
node38,node9,7.08
node38,node16,33.65
node38,node17,35.06
node38,node20,33.14
node38,node21,11.73
node38,node22,5.21
node38,node28,40.85
node38,node30,31.65
node38,node31,28.06
node38,node32,28
node38,node35,16.46
node38,node36,15.43
node38,node37,13.16
node38,node39,7
node38,node40,10.56
node38,node42,25.92
node38,node44,16.32
node38,node47,22.13
node38,node51,19.49
node38,node52,20.79
node38,node56,36.12
node38,node57,25.49
node38,node59,28.92
node38,node60,24
node38,node61,29.97
node38,node63,10.46
node38,node66,12.26
node38,node67,15
node38,node68,16.56
node38,node69,10.53
node39,node0,15.96
node39,node2,8.34
node39,node4,16.12
node39,node5,11
node39,node6,13.22
node39,node7,9.98
node39,node9,10.17
node39,node10,9.52
node39,node12,5
node39,node16,34.37
node39,node17,36.15
node39,node18,33.48
node39,node20,29.89
node39,node22,11.15
node39,node23,11.17
node39,node26,4
node39,node27,6.11
node39,node30,27.37
node39,node36,7.3
node39,node40,11
node39,node41,15.22
node39,node46,22.24
node39,node47,16
node39,node48,17.44
node39,node49,29.87
node39,node50,23.9
node39,node52,24.11
node39,node62,25.78
node39,node63,17.96
node39,node66,16.04
node39,node67,8.12
node39,node68,15
node40,node0,8.52
node40,node1,16.31
node40,node4,16.36
node40,node10,12.63
node40,node11,9.18
node40,node12,9.19
node40,node14,34.06
node40,node17,39.02
node40,node18,33.44
node40,node25,8.18
node40,node26,9.19
node40,node27,7
node40,node29,31.22
node40,node30,35.82
node40,node31,35.02
node40,node33,35.56
node40,node35,12.52
node40,node36,11.31
node40,node41,7
node40,node42,16.03
node40,node46,15.72
node40,node47,19.78
node40,node49,27.55
node40,node50,26.92
node40,node51,30.11
node40,node52,23.76
node40,node56,23.81
node40,node57,24.07
node40,node61,29.36
node40,node62,27
node40,node64,12.31
node40,node65,13.7
node40,node66,8.25
node40,node67,11.36
node40,node68,7.39
node41,node0,12.37
node41,node1,12.54
node41,node3,10.43
node41,node4,13.38
node41,node7,13.18
node41,node8,4.27
node41,node13,9.46
node41,node14,33.46
node41,node15,28.16
node41,node18,29.54
node41,node20,32.67
